latitude,longitude,valueMedian,value5th,value95th
-16.1529296875,180,2.33370405318875,2.1869026375379,2.58502391327593
-16.21659020822,179.762810919291,2.33370405318875,2.18710718426013,2.58646353008808
-16.266117894201,179.523658017568,2.33370405318875,2.18720593569939,2.58472972078191
-16.393550535614,179.311342656601,2.29966477884275,2.16629734754852,2.53391296740168
-16.4457378034442,179.067616041778,2.35655496818902,2.20641730882562,2.61111135167297
-16.561653799838,178.851382109362,2.35655496818902,2.2065207672839,2.61139519643509
-16.6533087696649,178.648816406322,2.35655496818902,2.206598639539,2.61117133697566
-16.7741069281329,178.501097394651,2.65750509664095,2.50383537809968,2.92502159645348
-16.914110607613,178.662722495847,2.65750509664095,2.50273361539477,2.92447777690577
-16.9049389730284,178.860599151485,2.35655496818902,2.2068135738451,2.61035867207217
-16.8177889210997,179.053102434588,2.29966477884275,2.16646439315522,2.53475368885936
-16.7110961392806,179.269309128564,2.29966477884275,2.1657327430121,2.53247299029338
-16.8046896905769,179.47428466754,2.29966477884275,2.16646781582395,2.53358827479767
-16.7434991636376,179.715632842493,2.3350604565867,2.22656597152963,2.54219053672129
-16.7109886760652,179.911565717687,2.3350604565867,2.22678176349287,2.54250625445136
-16.5185522986773,179.884741089591,2.28069922141299,2.17351268134789,2.4888954589667
-16.6520818290944,179.674588765032,2.28069922141299,2.17304348478482,2.48538467863413
-16.6404415418768,179.564287918312,2.29966477884275,2.16632762714221,2.53134768027067
-16.4614152244396,179.724185706403,2.28069922141299,2.17325973490437,2.48444608782678
-17.05419921875,177.25751953125,2.67128696501862,2.52698213549138,2.92902182142273
-17.117646591899,177.198691968427,2.67128696501862,2.52762533809674,2.92598072667383
0.791308593749989,127.37265625,1.0265149395439,0.888327341328737,1.19710271698467
24.68505859375,-81.322314453125,1.55152362898165,1.44972155885885,1.71870879832278
24.6337033107322,-81.3732666731927,1.54327530323854,1.44209989710301,1.70978446166923
24.8462890625,-80.7994140625,1.1775154954721,1.1225125225893,1.28681201533624
24.94111328125,-80.62568359375,1.31751479757433,1.26045694557107,1.432492548632
-31.62724609375,129.56884765625,2.47590471848225,2.26211257400054,2.75702299695024
-31.6486253404027,129.319763478084,2.47590471848225,2.26044511626708,2.75755358657437
-31.6803980521454,129.072040885685,2.47590471848225,2.25735762308692,2.75458635056904
-31.7539369088228,128.835280124599,2.47590471848225,2.25852079687488,2.75596058386114
-31.8588875586354,128.608376265875,2.47590471848225,2.26004808518842,2.75718387612406
-31.9511950628838,128.37619463633,2.49781818466837,2.28146832079262,2.77879669861821
-32.0387191842447,128.142016225326,2.41021103703374,2.23622513217954,2.65622927788972
-32.1027765429766,127.900938660813,2.41021103703374,2.23675178816912,2.65492275511504
-32.1578396202494,127.657162333837,2.41021103703374,2.23723380306075,2.65623270966516
-32.2329264236062,127.418704849237,2.41021103703374,2.23801715221754,2.65578422505954
-32.2842358413155,127.174888367751,2.37984087663774,2.22459516315002,2.61453570149239
-32.3041718932454,126.92593200473,2.37984087663774,2.22408367496387,2.61131244389994
-32.302281126448,126.676451657095,2.37984087663775,2.22499793098335,2.61356319970638
-32.2813130322668,126.42733253092,2.23264784659658,2.08078812972198,2.45957375956257
-32.2603449380855,126.178213404745,2.23264784659658,2.08020233371099,2.45952075995269
-32.2943058345772,125.931760934251,2.21852104564218,2.07232881908537,2.44235007931506
-32.4175758867307,125.715279987914,2.21852104564218,2.0713618788763,2.44204253983514
-32.5400114022044,125.497531326326,2.21852104564218,2.07065374470994,2.44354111609621
-32.6176843256176,125.260484983246,2.21852104564218,2.07108070226881,2.44268664688083
-32.734458940322,125.039433655811,2.21852104564218,2.07081887422608,2.44248698194661
-32.8512335550264,124.818382328376,2.10766383224406,1.96224511190512,2.32614706210759
-32.9262015175365,124.581440348656,2.10014529936735,1.96124556579681,2.3163601227102
-32.9740810549361,124.337511687981,2.10014529936735,1.9610496562558,2.3172692227908
-33.1180119340831,124.137807349277,2.10014529936734,1.96076689476597,2.31664710234544
-33.338263990048,124.02134983987,2.10014529936735,1.96072924013605,2.31648674057618
-33.5541629208051,123.896160600452,2.36609147259942,2.22239648482922,2.59731089449219
-33.7440133657363,123.73425165173,2.32744696896064,2.19747063740729,2.54919949236044
-33.89724609664,123.540917008483,2.32744696896064,2.19868504551856,2.55103682343824
-33.9375445059509,123.304190306915,2.32744696896064,2.19895167081076,2.54785032294313
-33.9134942183684,123.088191125852,2.32744696896064,2.19796090620831,2.54982020674937
-33.8882268413472,122.843240331704,2.32744696896064,2.19860143328372,2.54969760617268
-33.9201353257678,122.595638554641,2.4927960146387,2.3626465960887,2.72709611375656
-33.9599119891127,122.348823204524,2.4927960146387,2.36263314013823,2.72630733500545
-33.9524093150456,122.120829678009,2.4927960146387,2.36289219093446,2.72504093591601
-33.8576866644973,121.910717864076,2.46903175794622,2.34101242495484,2.69985718330559
-33.8549584932527,121.661195782983,2.46903175794622,2.33981495132453,2.69928437295625
-33.8275967822186,121.412697620477,2.45862477388961,2.33093060004762,2.68609146916653
-33.8449803442982,121.163429770211,2.45862477388961,2.33062960677377,2.68695899627323
-33.8637792928473,120.914137573114,2.45862477388961,2.33142532912846,2.68867907600509
-33.8965313648403,120.666557605432,2.15009984893547,2.02794754018268,2.36136772345013
-33.9601128418587,120.426053264396,2.13471962264264,2.01658350762762,2.34373435639268
-33.9388482722391,120.178614411459,2.13471962264264,2.0156755464434,2.34458803280555
-33.9663062145724,119.930126863677,2.13471962264264,2.01752599833541,2.34388972369536
-34.0585444757924,119.702271729603,2.13471962264264,2.01764809421671,2.34324890712612
-34.2414317799077,119.538230758126,2.13471962264264,2.01823194328062,2.34254328962146
-34.406455845142,119.362692920177,2.13471962264264,2.01696620436945,2.34224720993376
-34.4586394149428,119.123104367996,2.30208554333383,2.18186901913018,2.52003022988454
-34.4917995787298,118.877930489425,2.28393519030506,2.16929793966095,2.49756088523554
-34.6331628934219,118.671735403986,2.28393519030506,2.16908952413767,2.49783964907073
-34.7731254290265,118.4646059465,2.28393519030506,2.16850635777156,2.49874202940993
-34.9091965060149,118.254880740558,2.26375603841826,2.14888810602108,2.47692074853168
-35.0084122002036,118.030023641551,2.26123850053065,2.1470808408694,2.47166386354103
-35.0630678020108,117.78689057217,2.3520725924817,2.23557156470314,2.56890137198995
-35.0917241363804,117.540708718955,2.3520725924817,2.23621731950195,2.56893841745792
-35.055542779825,117.293340755311,2.45926656565691,2.34564548775893,2.67738343279106
-35.031157841798,117.044962767059,2.45926656565691,2.34500311755112,2.67818022799591
-35.0187915316487,116.795451725023,2.45926656565691,2.34588054560607,2.67617976006514
-34.9911989454075,116.546979092356,2.45926656565691,2.34503794962059,2.67775287769334
-34.9049874409031,116.313378312216,2.58257160301647,2.46862694759821,2.80575604417443
-34.8229147230589,116.077483932727,2.58257160301647,2.46808790058448,2.80644348668003
-34.6836410604047,115.878858771153,2.59716912363965,2.47666367906732,2.82431713092485
-34.5098806701915,115.70023686458,2.57484563065729,2.45462262293429,2.80084707187348
-34.3903404462227,115.481463513208,2.57484563065729,2.4560532134856,2.80321864491231
-34.3054891783328,115.249076650107,2.35671366678854,2.2432455261654,2.56100841969036
