latitude,longitude,valueMedian,value5th,value95th
-16.1529296875,180,0.606328110748494,0.476801754895415,0.815939046528734
-16.21659020822,179.762810919291,0.606328110748494,0.477229785351485,0.817786479063625
-16.266117894201,179.523658017568,0.606328110748494,0.476879551083809,0.816257883998395
-16.393550535614,179.311342656601,0.572548479920028,0.45683887808132,0.763243683230429
-16.4457378034442,179.067616041778,0.629004724384716,0.493805141500455,0.84095593170282
-16.561653799838,178.851382109362,0.629004724384716,0.495100987539849,0.842612020591366
-16.6533087696649,178.648816406322,0.629004724384716,0.494072827665082,0.841849542181136
-16.7741069281329,178.501097394651,0.631360495334685,0.496698674031424,0.845817911146415
-16.914110607613,178.662722495847,0.628564657500778,0.494820287523995,0.842968486726547
-16.9049389730284,178.860599151485,0.628564657500778,0.493927323311577,0.843351691214486
-16.8177889210997,179.053102434588,0.572548479920028,0.457072064477659,0.762493943146972
-16.7110961392806,179.269309128564,0.572548479920028,0.457665507933441,0.763068709829711
-16.8046896905769,179.47428466754,0.572548479920028,0.458300885330586,0.762487535842178
-16.7434991636376,179.715632842493,0.553802775067044,0.470074835966435,0.709807505720875
-16.7109886760652,179.911565717687,0.553802775067044,0.470817684147291,0.709283243975973
-16.5185522986773,179.884741089591,0.553727587267583,0.470679854130317,0.709834063499414
-16.6520818290944,179.674588765032,0.553727587267583,0.470029803510821,0.709840667030863
-16.6404415418768,179.564287918312,0.572548479920028,0.45802289693568,0.76163631009425
-16.4614152244396,179.724185706403,0.553727587267583,0.47024484677645,0.709826231746287
-17.05419921875,177.25751953125,0.650249449818448,0.525667292600612,0.857294136150008
-17.117646591899,177.198691968427,0.650249449818448,0.525748863681061,0.85629250994841
0.791308593749989,127.37265625,0.433575952451645,0.300567085258802,0.586769983591645
24.68505859375,-81.322314453125,0.490788160643401,0.400523729763894,0.626894410994844
24.6337033107322,-81.3732666731927,0.486183026498781,0.398441309026998,0.620188143402371
24.8462890625,-80.7994140625,0.28401007098787,0.244927524330573,0.363183794763834
24.94111328125,-80.62568359375,0.287094451741442,0.247251077315736,0.36809036167891
-31.62724609375,129.56884765625,0.499697126418662,0.308814761795868,0.709290821357465
-31.6486253404027,129.319763478084,0.499697126418662,0.308540233856375,0.706958311804813
-31.6803980521454,129.072040885685,0.499697126418662,0.308588738235521,0.71208995103451
-31.7539369088228,128.835280124599,0.499697126418662,0.307829856280044,0.708958445964591
-31.8588875586354,128.608376265875,0.499697126418662,0.308415739523268,0.709362879065719
-31.9511950628838,128.37619463633,0.495677777395215,0.306893528544607,0.701297551330348
-32.0387191842447,128.142016225326,0.412941281373839,0.26503835425555,0.580844370450632
-32.1027765429766,127.900938660813,0.412941281373839,0.266734962688932,0.582075230084373
-32.1578396202494,127.657162333837,0.412941281373838,0.265984647959656,0.582890171319185
-32.2329264236062,127.418704849237,0.412941281373839,0.265756355578021,0.581705191500626
-32.2842358413155,127.174888367751,0.384259595887956,0.258931272848925,0.540984775255269
-32.3041718932454,126.92593200473,0.384259595887956,0.258273395030614,0.540688955833479
-32.302281126448,126.676451657095,0.384259595887956,0.259348391752895,0.540708775742185
-32.2813130322668,126.42733253092,0.388477277430073,0.260771550759636,0.548085275945703
-32.2603449380855,126.178213404745,0.388477277430073,0.261010770114334,0.548539381368592
-32.2943058345772,125.931760934251,0.374989440416791,0.253751294190073,0.53156289823042
-32.4175758867307,125.715279987914,0.374989440416791,0.253258055200988,0.532135263421063
-32.5400114022044,125.497531326326,0.374989440416791,0.253779457532554,0.532681801293879
-32.6176843256176,125.260484983246,0.374989440416791,0.254113640371137,0.533226665986724
