latitude,longitude,valueMedian,value5th,value95th
-16.1529296875,180,2.75512826769507,2.37739062538215,3.43786166935526
-16.21659020822,179.762810919291,2.75512826769507,2.37648644575296,3.43391915698488
-16.266117894201,179.523658017568,2.75512826769507,2.37603596914051,3.44071835922068
-16.393550535614,179.311342656601,2.76632914804696,2.40272871613155,3.40522685995852
-16.4457378034442,179.067616041778,2.87071428277561,2.5948452824983,3.37253413054759
-16.561653799838,178.851382109362,2.86571428277561,2.59060252711019,3.36560238717879
-16.6533087696649,178.648816406322,2.86571428277561,2.59046582368981,3.36599676447353
-16.7741069281329,178.501097394651,3.16000891175892,2.87089606441499,3.68892248468422
-16.914110607613,178.662722495847,3.16625812773098,2.87520030398307,3.69390235543617
-16.9049389730284,178.860599151485,2.87370692645549,2.59522484652166,3.37920757035754
-16.8177889210997,179.053102434588,2.76632914804696,2.40553963484811,3.41083639385382
-16.7110961392806,179.269309128564,2.76632914804696,2.40654685833117,3.4085089377678
-16.8046896905769,179.47428466754,2.76632914804696,2.40946642970369,3.41521397041969
-16.7434991636376,179.715632842493,2.81200565058282,2.45699492081913,3.45267139754856
-16.7109886760652,179.911565717687,2.81200565058282,2.45667778713323,3.45363000052923
-16.5185522986773,179.884741089591,2.75659409479279,2.40383958946851,3.38277280854415
-16.6520818290944,179.674588765032,2.75659409479279,2.40715570580986,3.38283619987429
-16.6404415418768,179.564287918312,2.76632914804696,2.4075510683312,3.41218471260871
-16.4614152244396,179.724185706403,2.75659409479279,2.40970514637859,3.38218675830141
-17.05419921875,177.25751953125,3.15832282784186,2.86966623826822,3.66927899139498
-17.117646591899,177.198691968427,3.15832282784186,2.86852726006148,3.67093765542973
0.791308593749989,127.37265625,1.56429685840889,1.3411756448661,1.97390994767581
24.68505859375,-81.322314453125,2.04485737100036,1.83104273459374,2.42865410939116
24.6337033107322,-81.3732666731927,2.0345198072338,1.82167278391279,2.41869153883701
24.8462890625,-80.7994140625,1.66648252336569,1.47834630853996,2.01467477513697
24.94111328125,-80.62568359375,1.80511917584837,1.61135890307909,2.16084041439834
-31.62724609375,129.56884765625,3.12567927616347,2.82924788723906,3.63718366684848
-31.6486253404027,129.319763478084,3.12567927616347,2.830295097481,3.63597160472488
-31.6803980521454,129.072040885685,3.12567927616347,2.82987086282233,3.63658048727534
-31.7539369088228,128.835280124599,3.12247927616347,2.82576634034971,3.63579368766502
-31.8588875586354,128.608376265875,3.12247927616347,2.82434114036267,3.63119972678764
-31.9511950628838,128.37619463633,3.1498412315513,2.85126224559804,3.6604699725638
-32.0387191842447,128.142016225326,3.07470337126263,2.80119866526496,3.55847049155918
-32.1027765429766,127.900938660813,3.05820337126263,2.78964292699258,3.53394559030496
-32.1578396202494,127.657162333837,3.05820337126263,2.78992240878939,3.53412157169396
-32.2329264236062,127.418704849237,3.05820337126263,2.78853813576506,3.53142297343769
-32.2842358413155,127.174888367751,3.03355580653817,2.76374410994965,3.51242312576827
-32.3041718932454,126.92593200473,3.03355580653817,2.76363124612752,3.51204016164301
-32.302281126448,126.676451657095,3.03355580653817,2.76420443095145,3.51393275861245
-32.2813130322668,126.42733253092,2.88627430663521,2.62304579180053,3.35847692443691
-32.2603449380855,126.178213404745,2.90387430663521,2.63946823586381,3.38247893473233
-32.2943058345772,125.931760934251,2.90306518544331,2.63991381545694,3.37336836993731
-32.4175758867307,125.715279987914,2.90306518544331,2.63965090718066,3.37150325807606
-32.5400114022044,125.497531326326,2.90306518544331,2.63965006418411,3.37150107707632
-32.6176843256176,125.260484983246,2.90306518544331,2.64213710142942,3.37288539408708
-32.734458940322,125.039433655811,2.90306518544331,2.64047788439815,3.37127387439285
-32.8512335550264,124.818382328376,2.78667653050986,2.52769950176431,3.24986590942115
-32.9262015175365,124.581440348656,2.78151498140858,2.52010058748497,3.24887985931429
-32.9740810549361,124.337511687981,2.78151498140858,2.51959359824254,3.24876971130276
-33.1180119340831,124.137807349277,2.78151498140858,2.51841918498486,3.24156458736125
-33.338263990048,124.02134983987,2.78931498140858,2.53086177529509,3.25448447809976
-33.5541629208051,123.896160600452,3.06742455662742,2.79366049259937,3.55129665019044
-33.7440133657363,123.73425165173,2.98045950741709,2.73073006605242,3.43431121190416
-33.89724609664,123.540917008483,2.98045950741709,2.72972469704029,3.43226322482676
-33.9375445059509,123.304190306915,2.98045950741709,2.72939281900071,3.43375575228854
-33.9134942183684,123.088191125852,2.98045950741709,2.73253097171352,3.43518233002226
-33.8882268413472,122.843240331704,2.97465950741709,2.72408099222429,3.43211486955516
-33.9201353257678,122.595638554641,3.11837032402743,2.86258453593827,3.58258357228402
-33.9599119891127,122.348823204524,3.11837032402743,2.86345305935113,3.58283545387328
-33.9524093150456,122.120829678009,3.11837032402743,2.86093230849581,3.57912220407446
-33.8576866644973,121.910717864076,3.08807230223737,2.83323839875061,3.54721560961103
-33.8549584932527,121.661195782983,3.08807230223737,2.83404827470385,3.55264744006209
-33.8275967822186,121.412697620477,3.05781437328801,2.79858263622806,3.52447916538108
-33.8449803442982,121.163429770211,3.05781437328801,2.79558620583623,3.5240469771066
-33.8637792928473,120.914137573114,3.05231437328801,2.79541364561661,3.5202062577964
-33.8965313648403,120.666557605432,2.74055690574369,2.49225240161745,3.19149863288553
-33.9601128418587,120.426053264396,2.71394120922629,2.46593560068455,3.16598967183701
-33.9388482722391,120.178614411459,2.71394120922629,2.46589238236925,3.16613363367916
-33.9663062145724,119.930126863677,2.71394120922629,2.46443661305155,3.16439682155508
-34.0585444757924,119.702271729603,2.71394120922629,2.46642632969685,3.16178180680763
-34.2414317799077,119.538230758126,2.71394120922629,2.46524979442777,3.16413874086811
-34.406455845142,119.362692920177,2.73284120922629,2.48361061452959,3.18796563674776
-34.4586394149428,119.123104367996,2.90258082469718,2.64733092523345,3.36230679671419
